,employer,link,location,position_title,salary,excel,python,r,java,c,c++,matlab,sas,sql,tableau,hadoop,spark,power bi,tensorflow,keras,pytorch,theano,caffe,communication,problem solving,project management,consulting,presentation,leadership,documentation,marketing,lead,time management,collaborate,organize
562,Philips Lighting,https://job-openings.monster.ca/systems-engineer-markham-ca-philips-lighting/5f0aa8d0-c7d8-4ff7-a738-69ccb30a62fc,Markham,Systems Engineer,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
563,Sorenson Communications / CaptionCall,https://job-openings.monster.ca/vrs-american-sign-language-interpreter-vancouver-bc-ca-sorenson-communications-captioncall/5b19104d-2498-4b44-bc74-aed668b0096a,"Vancouver, BC",VRS American Sign Language Interpreter,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
564,Vancouver Coastal Health,https://job-openings.monster.ca/nurse-practitioner-np-quick-response-team-richmond-bc-ca-vancouver-coastal-health/59bf90c7-3d05-485b-9f8f-88bdff9320a3,"Richmond, BC",Nurse Practitioner (NP) - Quick Response Team,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
565,AES Engineering,https://job-openings.monster.ca/intermediate-electrical-designer-vancouver-bc-ca-aes-engineering/27c8a083-df30-40e6-b8d2-86de7c273a7a,"Vancouver, BC",Intermediate Electrical Designer,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
566,Aviva,https://job-openings.monster.ca/senior-actuarial-analyst-markham-ca-aviva/59b5d779-8411-428d-b5ab-de882af4f74c,Markham,Senior Actuarial Analyst,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
567,Twenty Billion Neurons GmbH,https://job-openings.monster.ca/product-manager-intern-toronto-on-ca-twenty-billion-neurons-gmbh/264c3b27-353d-4e50-9379-20b56d9da9c9,"Toronto, ON",Product Manager Intern,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
568,Deloitte,https://job-openings.monster.ca/analyst-financial-advisory-analytic-insights-toronto-on-ca-m5c-3g7-toronto-on-ca-deloitte/59016afd-8374-4f1f-9205-8e5b8f52757f,"Toronto, ON","Analyst, Financial Advisory, Analytic Insights (Toronto, ON, CA, M5C 3G7)",,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
569,Celestica International Inc,https://job-openings.monster.ca/student-intern-data-warehouse-developer-toronto-ca-celestica-international-inc/58d7a56b-ac8b-4017-9f73-1e8273298727,Toronto,"Student Intern, Data Warehouse Developer",,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
570,"Moody's Investors Service, Inc.",https://job-openings.monster.ca/assistant-director-actuarial-programmer-toronto-ca-moodys-investors-service-inc/58988431-5ae3-4ac0-825e-1a8c99513123,Toronto,Assistant Director - Actuarial Programmer,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
571,Wood Plc,https://job-openings.monster.ca/principal-resource-geologist-vancouver-bc-ca-wood-plc/5884b2f4-9f6d-479f-bf6c-b185c459b18f,"Vancouver, BC",Principal Resource Geologist,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
572,Bay Street Staffing,https://job-openings.monster.ca/vp-of-investment-sales-calgary-ab-ca-bay-street-staffing/583a4912-0489-4b49-a7a9-ef4383565ef9,"Calgary, AB",VP of Investment Sales,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
573,"Biodesix, Inc.",https://job-openings.monster.ca/mobile-phlebotomist-montreal-qc-ca-biodesix-inc/58153957-7200-4013-a7e6-4afd3ff8959b,"Montreal, QC",Mobile Phlebotomist,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
574,PAT_RTP Testing Account,https://job-openings.monster.ca/business-development-montreal-qc-ca-pat-rtp-testing-account/5814c7c2-6970-4935-a230-42f3d8a993dd,"Montreal, QC",Business Development -,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
575,FLIR Systems,https://job-openings.monster.ca/firmware-validation-engineer-team-lead-richmond-bc-ca-flir-systems/5629be93-8fef-431e-8b69-cb47427302da,"Richmond, BC","Firmware Validation Engineer, Team Lead",,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
576,Vancouver Coastal Health,https://job-openings.monster.ca/nurse-practitioner-np-vancouver-bc-ca-vancouver-coastal-health/55de1839-93ba-4de9-8bb5-78f7864e036b,"Vancouver, BC",Nurse Practitioner (NP),,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
577,"ZeniMax Media, Inc.",https://job-openings.monster.ca/programmeur-systèmes-senior-senior-systems-programmer-montreal-qc-ca-zenimax-media-inc/547cd584-c2de-4eaa-8193-2ecefe6cae9c,"Montreal, QC",Programmeur Systèmes Senior / Senior Systems Programmer,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
578,"Johnson Controls, Inc",https://job-openings.monster.ca/back-end-senior-software-developer-brossard-qc-ca-johnson-controls-inc/542795ba-7a70-465d-a32e-371e960c4c2d,"Brossard, QC",Back-End Senior Software Developer,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
579,Farmers Edge,https://job-openings.monster.ca/senior-precision-agronomist-saskatoon-sk-ca-farmers-edge/54111d7e-9baf-4395-87b5-5bf0bd5fd685,"Saskatoon, SK",Senior Precision Agronomist,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
580,stryker,https://job-openings.monster.ca/demand-planner-ca-stryker/2416c7dd-e018-4dd6-81c9-25ce902d6502,,Demand Planner,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0
581,Spirit Staffing and Consulting Inc.,https://job-openings.monster.ca/business-intelligence-analyst-edmonton-ab-ca-spirit-staffing-consulting-inc/2323eaf0-7c83-4038-9811-dee1151a0266,"Edmonton, AB",Business Intelligence Analyst,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
582,Golder,https://job-openings.monster.ca/senior-cad-designer-mississauga-on-ca-golder/54109970-7e39-45f0-9c50-bfd6fa13aa66,"MISSISSAUGA, ON",Senior CAD Designer,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
583,Broadridge Financial Solutions,https://job-openings.monster.ca/analyst-product-management-jr1018457-vancouver-bc-ca-broadridge-financial-solutions/518f1999-8bf0-42cb-a3c9-51c226bca9a3,"Vancouver, BC","Analyst, Product Management (JR1018457)",,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
584,Apply Digital,https://job-openings.monster.ca/backend-engineer-bc-bc-ca-apply-digital/214042b2-8354-4c58-83fc-b03c4e99ec49,"BC, BC",Backend Engineer,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
585,SevOne,https://job-openings.monster.ca/senior-data-scientist-canada-remote-ca-sevone/1ff8e6ab-ce06-4809-93b5-bc26a3c53ecc,Canada - Remote,Senior Data Scientist,,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
586,Aviva,https://job-openings.monster.ca/senior-actuarial-analyst-commercial-p-c-markham-ca-aviva/514c8c1b-e607-418f-8429-1f56d5a169c5,Markham,Senior Actuarial Analyst (Commercial P&C),,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
587,Premier Research Group,https://job-openings.monster.ca/associate-principal-biostatistician-vancouver-bc-ca-premier-research-group/512db449-787d-4c1d-89e2-4a0f199eb395,"Vancouver, BC",Associate Principal Biostatistician,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
588,NovAtel,https://job-openings.monster.ca/agriculture-autonomy-product-manager-calgary-ab-ca-novatel/1e69dc7f-5356-465f-8bd1-f4c89d438042,"Calgary, AB",Agriculture Autonomy Product Manager,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
589,Axonify,https://job-openings.monster.ca/product-manager-waterloo-on-ca-axonify/1d206343-2951-4038-a610-baa71b67e6c4,"Waterloo, ON",Product Manager,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
590,Aviva,https://job-openings.monster.ca/senior-actuarial-analyst-markham-ca-aviva/5107f464-a2bc-4cc7-aa72-48005958d05d,Markham,Senior Actuarial Analyst,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
591,Deloitte,https://job-openings.monster.ca/senior-associate-financial-advisory-m-a-advisory-analytic-insights-data-visualization-toronto-on-ca-m5c-3g7-toronto-on-ca-deloitte/4f97b7d4-3b37-4404-b18b-d3f9f05673ca,"Toronto, ON","Senior Associate, Financial Advisory, M&A Advisory, Analytic Insights - Data Visualization (Toronto, ON, CA, M5C 3G7)",,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
592,BloomReach,https://job-openings.monster.ca/growth-product-manager-remote-us-mountain-view-ca-ca-bloomreach/4ee4b072-1acb-4cbd-a86f-0a49f3e91e53,"Mountain View, CA",Growth Product Manager (Remote US),,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
593,BonLook Inc.,https://job-openings.monster.ca/photographer-videographer-montreal-qc-ca-bonlook-inc/1b83cfbe-3a6f-4121-97af-75c5a9bb5840,"Montreal, QC",Photographer/Videographer,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
594,ekosystem,https://job-openings.monster.ca/architecte-lead-technique-net-ref-1-16a-qc-qc-ca-ekosystem/1b5b8b8c-f59c-46cd-a301-09c16c7375bb,"QC, QC",Architecte / Lead Technique .Net (REF: 1-16A),,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
595,Vancouver Coastal Health,https://job-openings.monster.ca/nurse-practitioner-np-vancouver-bc-ca-vancouver-coastal-health/4bd05fa0-00d8-4506-b82b-3a42522a7968,"Vancouver, BC",Nurse Practitioner (NP),,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
596,Premier Research Group,https://job-openings.monster.ca/senior-biostatistician-montreal-qc-ca-premier-research-group/4b5d1b9a-db8d-4397-b2e6-ecb6bac4960a,"Montreal, QC",Senior Biostatistician,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
597,MakerKids Toronto,https://job-openings.monster.ca/instructor-ca-makerkids-toronto/4afab7e1-cddb-40f4-b083-7bb67abfe37b,,Instructor,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
598,FLIR Systems,https://job-openings.monster.ca/material-handler-richmond-bc-ca-flir-systems/49df779f-2447-4aef-ba68-fcf5f5963971,"Richmond, BC",Material Handler,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
599,Clearpath Robotics,https://job-openings.monster.ca/technical-writer-kitchener-on-ca-clearpath-robotics/46b29939-5b9d-4e16-81ef-8178c7565b20,"Kitchener, ON",Technical Writer,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
600,Yoush Consulting,https://job-openings.monster.ca/rq00162-oracle-e-business-suite-ebs-programmer-developer-level-3-toronto-on-ca-yoush-consulting/45df85a5-4b2a-4d79-a45f-a5f8ead309d4,"Toronto, ON",RQ00162 Oracle e-Business Suite (eBS) Programmer/Developer - Level 3,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
601,FLIR Systems,https://job-openings.monster.ca/manufacturing-assembler-richmond-bc-ca-flir-systems/442c2652-300c-45bf-b7cf-531debf7e971,"Richmond, BC",Manufacturing Assembler,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
602,Vancouver Coastal Health,https://job-openings.monster.ca/nurse-practitioner-np-bone-marrow-transplant-day-care-vancouver-bc-ca-vancouver-coastal-health/43addc90-f7d6-4737-876b-d5b58c105d19,"Vancouver, BC",Nurse Practitioner (NP) - Bone Marrow Transplant Day Care,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
603,virtusa,https://job-openings.monster.ca/junior-qa-java-toronto-on-ca-virtusa/1558c5ab-ceaa-4dbf-b9de-7eabf346c844,"Toronto, ON",Junior QA / Java,,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
604,Vancouver Coastal Health,https://job-openings.monster.ca/nurse-practitioner-np-north-vancouver-bc-ca-vancouver-coastal-health/43795924-3b81-4aec-b8bb-a861456ea361,"North Vancouver, BC",Nurse Practitioner (NP),,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
605,Farmers Edge,https://job-openings.monster.ca/client-success-intern-drumheller-ab-ca-farmers-edge/43541417-8582-44d8-bfea-25bbc41534d8,"Drumheller, AB",Client Success Intern,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
606,Adelson,https://job-openings.monster.ca/chef-de-produits-laval-qc-ca-adelson/0ff7381c-b49a-4973-9fc6-2a5a2c6c1a62,"Laval, QC",Chef de produits,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
607,Vancouver Coastal Health,https://job-openings.monster.ca/nurse-practitioner-np-covid-19-contract-tracing-vancouver-bc-ca-vancouver-coastal-health/42488466-ace8-4b73-ae0b-d6a6566c4c91,"Vancouver, BC",Nurse Practitioner (NP) - COVID-19 Contract Tracing,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
608,Sorenson Communications / CaptionCall,https://job-openings.monster.ca/vrs-american-sign-language-interpreter-winnipeg-mb-ca-sorenson-communications-captioncall/41cf522e-de30-4c93-b496-e32ee8252a40,"Winnipeg, MB",VRS American Sign Language Interpreter,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
609,Mindlance,https://job-openings.monster.ca/marketing-specialist-junior-can-markham-on-ca-mindlance/41c3c99b-8678-4373-8833-bdeae41d7d3e,"Markham, ON",Marketing Specialist - Junior (CAN),,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0
610,Echosec Systems,https://job-openings.monster.ca/infrastructure-security-engineer-bc-bc-ca-echosec-systems/0d318e40-7bbc-443b-8fe9-e2e323cd4926,"BC, BC",Infrastructure & Security Engineer,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
611,Samasource,https://job-openings.monster.ca/product-manager-agents-montréal-qc-ca-samasource/4099daf0-e0bd-42ff-8258-3ee6b7184f84,"Montréal, QC",Product Manager - Agents,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
612,Golder,https://job-openings.monster.ca/senior-cad-designer-mississauga-on-ca-golder/3f174efb-a598-4663-8477-829db852df01,"MISSISSAUGA, ON",Senior CAD Designer,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
613,Tenstorrent,https://job-openings.monster.ca/system-engineer-on-on-ca-tenstorrent/3c3de19e-edfb-406b-81b7-208b5e855cf1,"ON, ON",System Engineer,,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
614,Celestica International Inc,https://job-openings.monster.ca/student-intern-analytics-centre-of-excellence-toronto-ca-celestica-international-inc/39a666a7-66e4-48c9-8e17-6f263f0eb9f0,Toronto,"Student Intern, Analytics Centre of Excellence",,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
615,"Gerber Technology, Inc.",https://job-openings.monster.ca/r-d-engineer-scientist-waterloo-on-ca-gerber-technology-inc/0be8a1b9-b9a3-4007-be47-b7522ee3f3fe,"Waterloo, ON",R&D Engineer/Scientist,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
616,Vancouver Coastal Health,https://job-openings.monster.ca/nurse-practitioner-np-aboriginal-health-vancouver-bc-ca-vancouver-coastal-health/3766fd31-1008-45dc-9870-c4d62cd0e321,"Vancouver, BC",Nurse Practitioner (NP) -Aboriginal Health,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
617,Hatch,https://job-openings.monster.ca/pyrometallurgy-eit-engineering-new-graduate-mississauga-on-ca-mississauga-on-ca-hatch/365ef180-4818-43f1-aae8-44f216c20503,"Mississauga, ON","Pyrometallurgy EIT - Engineering New Graduate (Mississauga, ON, CA)",,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
618,FLIR Systems,https://job-openings.monster.ca/material-handler-richmond-bc-ca-flir-systems/34566736-df0c-4dba-882b-225e3a604551,"Richmond, BC",Material Handler,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
619,Vancouver Coastal Health,https://job-openings.monster.ca/nurse-practitioner-np-primary-care-vancouver-bc-ca-vancouver-coastal-health/338ecc65-4b52-45cb-8227-928dd92c7a5b,"Vancouver, BC",Nurse Practitioner (NP) - Primary Care,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
620,PAT_Solutions Test,https://job-openings.monster.ca/finance-accounting-senior-principal-canada-ottawa-on-ca-pat-solutions-test/32d8be2a-7f26-4194-86aa-f40429c212f2,"Ottawa, ON",Finance and Accounting Senior Principal (Canada),,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
621,Omers,https://job-openings.monster.ca/senior-data-governance-specialist-toronto-on-ca-omers/09cf29b9-7371-45f8-a51e-d43ef0859bb0,"Toronto, ON",Senior Data Governance Specialist,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
622,Farmers Edge,https://job-openings.monster.ca/soil-sampler-term-saskatoon-sk-ca-farmers-edge/3008de6a-9e54-46aa-b5e5-99742aee9c54,"Saskatoon, SK",Soil Sampler - Term,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
